source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_13_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	13	1	20190917_ESC_EB_hFF_H9_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_13_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	13	1	20190917_ESC_EB_hFF_H9_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_13_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	13	1	20190917_ESC_EB_hFF_H9_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_13_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	13	1	20190917_ESC_EB_hFF_H9_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_6_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_6_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_6_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_6_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_6_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_6_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_6_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_6_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_6_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_6_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	6	1	20190917_ESC_EB_hFF_H9_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_24_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	24	1	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_24_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	24	1	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_24_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	24	1	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_24_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_24_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_24_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_24_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_24_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_24_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_24_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	24	2	20190917_ESC_EB_hFF_H9_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_3_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_3_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9-80 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_3_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	3	1	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_3_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_3_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_3_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_3_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_980_3_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_980_3_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_980_3_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	3	2	20190917_ESC_EB_hFF_980_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_14_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_14_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_14_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_14_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_14_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_14_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_14_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_14_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_14_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_14_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	14	1	20190917_ESC_EB_hFF_H9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_9_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	9	1	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_9_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	9	1	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_9_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	9	1	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_9_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_9_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_9_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_9_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_9_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_9_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_9_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	9	2	20190917_ESC_EB_hFF_H9_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_4_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	4	1	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_4_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	4	1	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
H9 replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_4_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	4	1	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_4_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_4_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
embryoid body replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_4_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_4_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 2	Homo sapiens	cell culture	2	20190917_ESC_EB_hFF_H9_4_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
HFF replicate 3	Homo sapiens	cell culture	3	20190917_ESC_EB_hFF_H9_4_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
pooled standard replicate 1	Homo sapiens	cell culture	1	20190917_ESC_EB_hFF_H9_4_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	4	2	20190917_ESC_EB_hFF_H9_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
